Day 1,HOT! RESULTS,SUBMIT SCORES!,Quarter Lengths by Day,,,,,,,,
13th,W178,13th,W179,,,,,,,,
14th,L178,14th,L179,,,,,,,,
15th,W177,15th,W180,,,,,,,,
16th,L177,16th,L180,,,,,,,,
17th,W170,17th,W175,,,,,,,,
18th,L170,18th,L175,,,,,,,,
19th,W169,19th,W176,,,,,,,,
20th,L169,20th,L176,,,,,,,,
21st,,21st,,,,,,,,,
22nd,,22nd,,,,,,,,,
23rd,,23rd,,,,,,,,,
24th,,24th,,,,,,,,,
